[22:39:30] Loaded 1068 existing results.
[22:39:30] P13 binary cache loaded.
[22:39:30] Total items: 1049 | Already done: 677 | Remaining: 372
[02:01:10]   [  42/49] P16 id= 193 | binary:✓ full:✓
[02:01:15]   [  43/49] P16 id= 194 | binary:✓ full:✓
[02:01:19]   [  44/49] P16 id= 195 | binary:✓ full:✓
[02:01:30]   [  45/49] P16 id= 196 | binary:✓ full:✓
[02:01:34]   [  46/49] P16 id= 197 | binary:✓ full:✓
[02:01:39]   [  47/49] P16 id= 198 | binary:✓ full:✓
[02:01:43]   [  48/49] P16 id= 199 | binary:✓ full:✓
[02:01:47]   [  49/49] P16 id= 200 | binary:✓ full:✓
[02:01:47] 
============================================================
[02:01:47] DONE — gpt-4o complete across all phases
[02:01:47] ============================================================
[02:01:47]   P12: 499 items | binary 499/499 (100%) | full 499/499 (100%)
[02:01:47]   P13: 250 items | binary 170/250 (68%) | full 158/250 (63%)
[02:01:47]   P14: 50 items | binary 50/50 (100%) | full 50/50 (100%)
[02:01:47]   P15: 50 items | binary 50/50 (100%) | full 50/50 (100%)
[02:01:47]   P16: 189 items | binary 153/189 (81%) | full 156/189 (83%)
